"Code";"Name";"total in square km;2021;[km2]";
1609032;"Dobrzeń Wielki (2)";64;
1609042;"Komprachcice (2)";51;
1609052;"Łubniany (2)";126;
1609062;"Murów (2)";160;
1609073;"Niemodlin (3)";183;
1609074;"Niemodlin - urban area (4)";13;
1609075;"Niemodlin - rural area (5)";170;
1609083;"Ozimek (3)";126;
1609084;"Ozimek - urban area (4)";3;
1609085;"Ozimek - rural area (5)";123;
1609092;"Popielów (2)";176;
1609103;"Prószków (3)";118;
1609104;"Prószków - urban area (4)";16;
1609105;"Prószków - rural area (5)";102;
1609112;"Tarnów Opolski (2)";82;
1609123;"Tułowice (3)";81;
1609124;"Tułowice - urban area (4)";9;
1609125;"Tułowice - rural area (5)";72;
1609132;"Turawa (2)";171;
1610000;"Powiat prudnicki";572;
1610013;"Biała (3)";196;
1610014;"Biała - urban area (4)";15;
1610015;"Biała - rural area (5)";181;
1610023;"Głogówek (3)";170;
1610024;"Głogówek - urban area (4)";22;
1610025;"Głogówek - rural area (5)";148;
1610032;"Lubrza (2)";84;
1610043;"Prudnik (3)";122;
1610044;"Prudnik - urban area (4)";20;
1610045;"Prudnik - rural area (5)";102;
1611000;"Powiat strzelecki";744;
1611012;"Izbicko (2)";85;
1611022;"Jemielnica (2)";112;
1611033;"Kolonowskie (3)";84;
1611034;"Kolonowskie - urban area (4)";56;
1611035;"Kolonowskie - rural area (5)";28;
1611043;"Leśnica (3)";95;
1611044;"Leśnica - urban area (4)";15;
1611045;"Leśnica - rural area (5)";80;
1611053;"Strzelce Opolskie (3)";203;
1611054;"Strzelce Opolskie - urban area (4)";30;
1611055;"Strzelce Opolskie - rural area (5)";173;
1611063;"Ujazd (3)";83;
1611064;"Ujazd - urban area (4)";15;
1611065;"Ujazd - rural area (5)";68;
1611073;"Zawadzkie (3)";82;
1611074;"Zawadzkie - urban area (4)";16;
1611075;"Zawadzkie - rural area (5)";66;
1661000;"City with powiat status Opole";149;
1661011;"Opole (1)";149;
1800000;"PODKARPACKIE";17846;
1801000;"Powiat bieszczadzki";1139;
1801032;"Czarna (2)";185;
1801052;"Lutowiska (2)";475;
1801083;"Ustrzyki Dolne (3)";479;
1801084;"Ustrzyki Dolne - urban area (4)";17;
1801085;"Ustrzyki Dolne - rural area (5)";462;
1802000;"Powiat brzozowski";539;
1802013;"Brzozów (3)";103;
1802014;"Brzozów - urban area (4)";11;
1802015;"Brzozów - rural area (5)";92;
1802022;"Domaradz (2)";56;
1802032;"Dydnia (2)";130;
1802042;"Haczów (2)";72;
1802052;"Jasienica Rosielna (2)";57;
1802062;"Nozdrzec (2)";121;
1803000;"Powiat dębicki";777;
1803011;"Dębica (1)";34;
1803023;"Brzostek (3)";122;
1803024;"Brzostek - urban area (4)";9;
1803025;"Brzostek - rural area (5)";113;
1803032;"Czarna (2)";148;
1803042;"Dębica (2)";138;
1803052;"Jodłowa (2)";60;
1803063;"Pilzno (3)";165;
1803064;"Pilzno - urban area (4)";16;
1803065;"Pilzno - rural area (5)";149;
1803072;"Żyraków (2)";110;
1804000;"Powiat jarosławski";1029;
1804011;"Jarosław (1)";35;
1804021;"Radymno (1)";14;
1804032;"Chłopice (2)";49;
1804042;"Jarosław (2)";113;
1804052;"Laszki (2)";138;
1804062;"Pawłosiów (2)";47;
1804073;"Pruchnik (3)";80;
1804074;"Pruchnik - urban area (4)";20;
1804075;"Pruchnik - rural area (5)";60;
1804082;"Radymno (2)";182;
1804092;"Rokietnica (2)";57;
1804102;"Roźwienica (2)";69;
1804112;"Wiązownica (2)";245;
1805000;"Powiat jasielski";831;
1805011;"Jasło (1)";37;
1805022;"Brzyska (2)";45;
1805032;"Dębowiec (2)";86;
1805042;"Jasło (2)";93;
1805053;"Kołaczyce (3)";61;
1805054;"Kołaczyce - urban area (4)";7;
1805055;"Kołaczyce - rural area (5)";54;
1805062;"Krempna (2)";205;
1805072;"Nowy Żmigród (2)";104;
1805082;"Osiek Jasielski (2)";60;
1805092;"Skołyszyn (2)";78;
1805112;"Tarnowiec (2)";62;
1806000;"Powiat kolbuszowski";774;
1806012;"Cmolas (2)";134;
1806023;"Kolbuszowa (3)";171;
1806024;"Kolbuszowa - urban area (4)";8;
1806025;"Kolbuszowa - rural area (5)";163;
1806032;"Majdan Królewski (2)";155;
1806042;"Niwiska (2)";95;
1806052;"Raniżów (2)";97;
1806062;"Dzikowiec (2)";122;
1807000;"Powiat krośnieński";992;
1807012;"Chorkówka (2)";77;
1807023;"Dukla (3)";235;
1807024;"Dukla - urban area (4)";5;
1807025;"Dukla - rural area (5)";230;
1807033;"Iwonicz-Zdrój (3)";46;
1807034;"Iwonicz-Zdrój - urban area (4)";6;
1807035;"Iwonicz-Zdrój - rural area (5)";40;
1807043;"Jedlicze (3)";59;
1807044;"Jedlicze - urban area (4)";11;
1807045;"Jedlicze - rural area (5)";48;
1807052;"Korczyna (2)";93;
1807062;"Krościenko Wyżne (2)";15;
1807072;"Miejsce Piastowe (2)";51;
1807083;"Rymanów (3)";167;
1807084;"Rymanów - urban area (4)";12;
1807085;"Rymanów - rural area (5)";155;
1807092;"Wojaszówka (2)";83;
1807102;"Jaśliska (2)";166;
1808000;"Powiat leżajski";584;
1808011;"Leżajsk (1)";21;
1808022;"Grodzisko Dolne (2)";79;
1808032;"Kuryłówka (2)";142;
1808042;"Leżajsk (2)";198;
1808053;"Nowa Sarzyna (3)";144;
1808054;"Nowa Sarzyna - urban area (4)";9;
1808055;"Nowa Sarzyna - rural area (5)";135;
1809000;"Powiat lubaczowski";1308;
1809011;"Lubaczów (1)";26;
1809023;"Cieszanów (3)";219;
1809024;"Cieszanów - urban area (4)";15;
1809025;"Cieszanów - rural area (5)";204;
1809032;"Horyniec-Zdrój (2)";203;
1809042;"Lubaczów (2)";203;
1809053;"Narol (3)";203;
1809054;"Narol - urban area (4)";12;
1809055;"Narol - rural area (5)";191;
1809063;"Oleszyce (3)";152;
1809064;"Oleszyce - urban area (4)";5;
1809065;"Oleszyce - rural area (5)";147;
1809072;"Stary Dzików (2)";156;
1809082;"Wielkie Oczy (2)";146;
1810000;"Powiat łańcucki";452;
1810011;"Łańcut (1)";19;
1810022;"Białobrzegi (2)";56;
1810032;"Czarna (2)";78;
1810042;"Łańcut (2)";107;
1810052;"Markowa (2)";69;
1810062;"Rakszawa (2)";66;
1810072;"Żołynia (2)";57;
1811000;"Powiat mielecki";881;
1811011;"Mielec (1)";47;
1811022;"Borowa (2)";56;
1811032;"Czermin (2)";80;
1811042;"Gawłuszowice (2)";34;
1811052;"Mielec (2)";123;
1811062;"Padew Narodowa (2)";71;
1811073;"Przecław (3)";134;
1811074;"Przecław - urban area (4)";16;
1811075;"Przecław - rural area (5)";118;
1811083;"Radomyśl Wielki (3)";160;
1811084;"Radomyśl Wielki - urban area (4)";9;
1811085;"Radomyśl Wielki - rural area (5)";151;
1811092;"Tuszów Narodowy (2)";89;
1811102;"Wadowice Górne (2)";87;
1812000;"Powiat niżański";786;
1812012;"Harasiuki (2)";169;
1812022;"Jarocin (2)";91;
1812032;"Jeżowe (2)";124;
1812042;"Krzeszów (2)";62;
1812053;"Nisko (3)";142;
1812054;"Nisko - urban area (4)";61;
1812055;"Nisko - rural area (5)";81;
1812063;"Rudnik nad Sanem (3)";79;
1812064;"Rudnik nad Sanem - urban area (4)";37;
1812065;"Rudnik nad Sanem - rural area (5)";42;
1812073;"Ulanów (3)";119;
1812074;"Ulanów - urban area (4)";8;
1812075;"Ulanów - rural area (5)";111;
1813000;"Powiat przemyski";1211;
1813012;"Bircza (2)";254;
1813023;"Dubiecko (3)";154;
1813024;"Dubiecko - urban area (4)";2;
1813025;"Dubiecko - rural area (5)";152;
1813032;"Fredropol (2)";160;
1813042;"Krasiczyn (2)";124;
1813052;"Krzywcza (2)";95;
1813062;"Medyka (2)";61;
1813072;"Orły (2)";70;
1813082;"Przemyśl (2)";108;
1813092;"Stubno (2)";89;
1813102;"Żurawica (2)";96;
1814000;"Powiat przeworski";698;
1814011;"Przeworsk (1)";22;
1814022;"Adamówka (2)";134;
1814032;"Gać (2)";36;
1814042;"Jawornik Polski (2)";63;
1814053;"Kańczuga (3)";105;
1814054;"Kańczuga - urban area (4)";8;
1814055;"Kańczuga - rural area (5)";97;
1814062;"Przeworsk (2)";91;
1814073;"Sieniawa (3)";128;
1814074;"Sieniawa - urban area (4)";7;
1814075;"Sieniawa - rural area (5)";121;
1814082;"Tryńcza (2)";70;
1814092;"Zarzecze (2)";49;
1815000;"Powiat ropczycko-sędziszowski";548;
1815012;"Iwierzyce (2)";66;
1815022;"Ostrów (2)";96;
1815033;"Ropczyce (3)";139;
1815034;"Ropczyce - urban area (4)";47;
1815035;"Ropczyce - rural area (5)";92;
1815043;"Sędziszów Małopolski (3)";154;
1815044;"Sędziszów Małopolski - urban area (4)";37;
1815045;"Sędziszów Małopolski - rural area (5)";117;
1815052;"Wielopole Skrzyńskie (2)";93;
1816000;"Powiat rzeszowski";1144;
1816011;"Dynów (1)";25;
1816023;"Błażowa (3)";113;
1816024;"Błażowa - urban area (4)";4;
1816025;"Błażowa - rural area (5)";109;
1816033;"Boguchwała (3)";89;
1816034;"Boguchwała - urban area (4)";8;
1816035;"Boguchwała - rural area (5)";81;
1816042;"Chmielnik (2)";53;
1816052;"Dynów (2)";118;
1816063;"Głogów Małopolski (3)";141;
1816064;"Głogów Małopolski - urban area (4)";38;
1816065;"Głogów Małopolski - rural area (5)";103;
1816072;"Hyżne (2)";51;
1816082;"Kamień (2)";74;
1816092;"Krasne (2)";39;
1816102;"Lubenia (2)";55;
1816113;"Sokołów Małopolski (3)";134;
1816114;"Sokołów Małopolski - urban area (4)";16;
1816115;"Sokołów Małopolski - rural area (5)";118;
1816122;"Świlcza (2)";108;
1816132;"Trzebownisko (2)";90;
1816143;"Tyczyn (3)";54;
1816144;"Tyczyn - urban area (4)";9;
1816145;"Tyczyn - rural area (5)";45;
1817000;"Powiat sanocki";1156;
1817011;"Sanok (1)";38;
1817022;"Besko (2)";27;
1817032;"Bukowsko (2)";137;
1817042;"Komańcza (2)";388;
1817052;"Sanok (2)";232;
1817062;"Tyrawa Wołoska (2)";69;
1817073;"Zagórz (3)";160;
1817074;"Zagórz - urban area (4)";22;
1817075;"Zagórz - rural area (5)";138;
1817082;"Zarszyn (2)";105;
1818000;"Powiat stalowowolski";832;
1818011;"Stalowa Wola (1)";83;
1818022;"Bojanów (2)";179;
1818032;"Pysznica (2)";147;
1818042;"Radomyśl nad Sanem (2)";134;
1818053;"Zaklików (3)";202;
1818054;"Zaklików - urban area (4)";11;
1818055;"Zaklików - rural area (5)";191;
1818062;"Zaleszany (2)";87;
1819000;"Powiat strzyżowski";504;
1819012;"Czudec (2)";85;
1819022;"Frysztak (2)";91;
1819032;"Niebylec (2)";105;
1819043;"Strzyżów (3)";140;
1819044;"Strzyżów - urban area (4)";14;
1819045;"Strzyżów - rural area (5)";126;
1819052;"Wiśniowa (2)";83;
1820000;"Powiat tarnobrzeski";521;
1820013;"Baranów Sandomierski (3)";122;
1820014;"Baranów Sandomierski - urban area (4)";9;
1820015;"Baranów Sandomierski - rural area (5)";113;
1820022;"Gorzyce (2)";69;
1820032;"Grębów (2)";187;
1820043;"Nowa Dęba (3)";143;
1820044;"Nowa Dęba - urban area (4)";17;
1820045;"Nowa Dęba - rural area (5)";126;
1821000;"Powiat leski";835;
1821012;"Baligród (2)";158;
1821022;"Cisna (2)";287;
1821033;"Lesko (3)";111;
1821034;"Lesko - urban area (4)";15;
1821035;"Lesko - rural area (5)";96;
1821042;"Olszanica (2)";94;
1821052;"Solina (2)";185;
1861000;"City with powiat status Krosno";45;
1861011;"Krosno (1)";45;
1862000;"City with powiat status Przemyśl";46;
1862011;"Przemyśl (1)";46;
1863000;"City with powiat status Rzeszów";129;
1863011;"Rzeszów (1)";129;
1864000;"City with powiat status Tarnobrzeg";85;
1864011;"Tarnobrzeg (1)";85;
2000000;"PODLASKIE";20187;
2001000;"Powiat augustowski";1659;
2001011;"Augustów (1)";81;
2001022;"Augustów (2)";267;
2001032;"Bargłów Kościelny (2)";188;
2001043;"Lipsk (3)";184;
2001044;"Lipsk - urban area (4)";5;
2001045;"Lipsk - rural area (5)";179;
2001052;"Nowinka (2)";204;
2001062;"Płaska (2)";372;
2001072;"Sztabin (2)";363;
2002000;"Powiat białostocki";2975;
2002013;"Choroszcz (3)";164;
2002014;"Choroszcz - urban area (4)";17;
2002015;"Choroszcz - rural area (5)";147;
2002023;"Czarna Białostocka (3)";206;
2002024;"Czarna Białostocka - urban area (4)";14;
2002025;"Czarna Białostocka - rural area (5)";192;
2002032;"Dobrzyniewo Duże (2)";161;
2002042;"Gródek (2)";429;
2002052;"Juchnowiec Kościelny (2)";171;
2002063;"Łapy (3)";128;
2002064;"Łapy - urban area (4)";12;
2002065;"Łapy - rural area (5)";116;
2002073;"Michałowo (3)";409;
2002074;"Michałowo - urban area (4)";2;
2002075;"Michałowo - rural area (5)";407;
2002082;"Poświętne (2)";115;
2002093;"Supraśl (3)";189;
2002094;"Supraśl - urban area (4)";6;
2002095;"Supraśl - rural area (5)";183;
2002103;"Suraż (3)";77;
2002104;"Suraż - urban area (4)";34;
2002105;"Suraż - rural area (5)";43;
2002112;"Turośń Kościelna (2)";140;
2002123;"Tykocin (3)";207;
2002124;"Tykocin - urban area (4)";29;
2002125;"Tykocin - rural area (5)";178;
2002133;"Wasilków (3)";127;
2002134;"Wasilków - urban area (4)";28;
2002135;"Wasilków - rural area (5)";99;
2002143;"Zabłudów (3)";340;
2002144;"Zabłudów - urban area (4)";14;
2002145;"Zabłudów - rural area (5)";326;
2002152;"Zawady (2)";112;
2003000;"Powiat bielski";1385;
2003011;"Bielsk Podlaski (1)";27;
2003021;"Brańsk (1)";32;
2003032;"Bielsk Podlaski (2)";431;
2003042;"Boćki (2)";232;
2003052;"Brańsk (2)";227;
2003062;"Orla (2)";160;
2003072;"Rudka (2)";70;
2003082;"Wyszki (2)";206;
2004000;"Powiat grajewski";968;
2004011;"Grajewo (1)";19;
2004022;"Grajewo (2)";308;
2004032;"Radziłów (2)";200;
2004043;"Rajgród (3)";207;
2004044;"Rajgród - urban area (4)";35;
2004045;"Rajgród - rural area (5)";172;
2004053;"Szczuczyn (3)";116;
2004054;"Szczuczyn - urban area (4)";13;
2004055;"Szczuczyn - rural area (5)";103;
2004062;"Wąsosz (2)";118;
2005000;"Powiat hajnowski";1624;
2005011;"Hajnówka (1)";21;
2005022;"Białowieża (2)";203;
2005032;"Czeremcha (2)";97;
2005042;"Czyże (2)";135;
2005052;"Dubicze Cerkiewne (2)";151;
2005062;"Hajnówka (2)";293;
2005073;"Kleszczele (3)";143;
2005074;"Kleszczele - urban area (4)";47;
2005075;"Kleszczele - rural area (5)";96;
2005082;"Narew (2)";242;
2005092;"Narewka (2)";339;
2006000;"Powiat kolneński";940;
2006011;"Kolno (1)";25;
2006022;"Grabowo (2)";129;
2006032;"Kolno (2)";281;
2006042;"Mały Płock (2)";140;
2006053;"Stawiski (3)";166;
2006054;"Stawiski - urban area (4)";13;
2006055;"Stawiski - rural area (5)";153;
2006062;"Turośl (2)";199;
2007000;"Powiat łomżyński";1355;
2007013;"Jedwabne (3)";159;
2007014;"Jedwabne - urban area (4)";4;
2007015;"Jedwabne - rural area (5)";155;
2007022;"Łomża (2)";207;
2007032;"Miastkowo (2)";115;
2007043;"Nowogród (3)";101;
2007044;"Nowogród - urban area (4)";21;
2007045;"Nowogród - rural area (5)";80;
2007052;"Piątnica (2)";220;
2007062;"Przytuły (2)";71;
2007072;"Śniadowo (2)";163;
2007082;"Wizna (2)";133;
2007092;"Zbójna (2)";186;
2008000;"Powiat moniecki";1382;
2008013;"Goniądz (3)";377;
2008014;"Goniądz - urban area (4)";4;
2008015;"Goniądz - rural area (5)";373;
2008022;"Jasionówka (2)";97;
2008032;"Jaświły (2)";175;
2008043;"Knyszyn (3)";127;
2008044;"Knyszyn - urban area (4)";24;
2008045;"Knyszyn - rural area (5)";103;
2008052;"Krypno (2)";112;
2008063;"Mońki (3)";162;
2008064;"Mońki - urban area (4)";8;
2008065;"Mońki - rural area (5)";154;
2008072;"Trzcianne (2)";332;
2009000;"Powiat sejneński";855;
2009011;"Sejny (1)";4;
2009022;"Giby (2)";323;
2009032;"Krasnopol (2)";172;
2009042;"Puńsk (2)";139;
2009052;"Sejny (2)";217;
2010000;"Powiat siemiatycki";1459;
2010011;"Siemiatycze (1)";36;
2010023;"Drohiczyn (3)";208;
2010024;"Drohiczyn - urban area (4)";16;
2010025;"Drohiczyn - rural area (5)";192;
2010032;"Dziadkowice (2)";116;
2010042;"Grodzisk (2)";203;
2010052;"Mielnik (2)";196;
2010062;"Milejczyce (2)";151;
2010072;"Nurzec-Stacja (2)";215;
2010082;"Perlejewo (2)";107;
2010092;"Siemiatycze (2)";227;
2011000;"Powiat sokólski";2055;
2011013;"Dąbrowa Białostocka (3)";264;
2011014;"Dąbrowa Białostocka - urban area (4)";23;
2011015;"Dąbrowa Białostocka - rural area (5)";241;
2011022;"Janów (2)";208;
2011032;"Korycin (2)";117;
2011043;"Krynki (3)";166;
2011044;"Krynki - urban area (4)";4;
2011045;"Krynki - rural area (5)";162;
2011052;"Kuźnica (2)";133;
2011062;"Nowy Dwór (2)";121;
2011072;"Sidra (2)";174;
2011083;"Sokółka (3)";314;
2011084;"Sokółka - urban area (4)";19;
2011085;"Sokółka - rural area (5)";295;
2011093;"Suchowola (3)";256;
2011094;"Suchowola - urban area (4)";26;
2011095;"Suchowola - rural area (5)";230;
2011102;"Szudziałowo (2)";302;
2012000;"Powiat suwalski";1307;
2012012;"Bakałarzewo (2)";123;
2012022;"Filipów (2)";151;
2012032;"Jeleniewo (2)";131;
2012042;"Przerośl (2)";124;
2012052;"Raczki (2)";142;
2012062;"Rutka-Tartak (2)";103;
2012072;"Suwałki (2)";265;
2012082;"Szypliszki (2)";156;
2012092;"Wiżajny (2)";112;
2013000;"Powiat wysokomazowiecki";1289;
2013011;"Wysokie Mazowieckie (1)";15;
2013023;"Ciechanowiec (3)";201;
2013024;"Ciechanowiec - urban area (4)";20;
2013025;"Ciechanowiec - rural area (5)";181;
2013033;"Czyżew (3)";130;
2013034;"Czyżew - urban area (4)";5;
2013035;"Czyżew - rural area (5)";125;
2013042;"Klukowo (2)";124;
2013052;"Kobylin-Borzymy (2)";119;
2013062;"Kulesze Kościelne (2)";115;
2013072;"Nowe Piekuty (2)";110;
2013082;"Sokoły (2)";156;
2013093;"Szepietowo (3)";152;
2013094;"Szepietowo - urban area (4)";3;
2013095;"Szepietowo - rural area (5)";149;
2013102;"Wysokie Mazowieckie (2)";167;
2014000;"Powiat zambrowski";733;
2014011;"Zambrów (1)";19;
2014022;"Kołaki Kościelne (2)";74;
2014032;"Rutki (2)";200;
2014042;"Szumowo (2)";141;
2014052;"Zambrów (2)";299;
2061000;"City with powiat status Białystok";102;
2061011;"Białystok (1)";102;
2062000;"City with powiat status Łomża";33;
2062011;"Łomża (1)";33;
2063000;"City with powiat status Suwałki";66;
2063011;"Suwałki (1)";66;
2200000;"POMORSKIE";18323;
2201000;"Powiat bytowski";2192;
2201012;"Borzytuchom (2)";109;
2201023;"Bytów (3)";197;
2201024;"Bytów - urban area (4)";9;
2201025;"Bytów - rural area (5)";188;
2201032;"Czarna Dąbrówka (2)";298;
2201042;"Kołczygłowy (2)";170;
2201052;"Lipnica (2)";308;
2201063;"Miastko (3)";466;
2201064;"Miastko - urban area (4)";6;
2201065;"Miastko - rural area (5)";460;
2201072;"Parchowo (2)";131;
2201082;"Studzienice (2)";176;
2201092;"Trzebielino (2)";226;
2201102;"Tuchomie (2)";111;
2202000;"Powiat chojnicki";1364;
2202011;"Chojnice (1)";21;
2202023;"Brusy (3)";400;
2202024;"Brusy - urban area (4)";5;
2202025;"Brusy - rural area (5)";395;
2202032;"Chojnice (2)";458;
2202043;"Czersk (3)";380;
2202044;"Czersk - urban area (4)";10;
2202045;"Czersk - rural area (5)";370;
2202052;"Konarzyny (2)";105;
2203000;"Powiat człuchowski";1575;
2203011;"Człuchów (1)";13;
2203023;"Czarne (3)";235;
2203024;"Czarne - urban area (4)";46;
2203025;"Czarne - rural area (5)";189;
2203032;"Człuchów (2)";361;
2203043;"Debrzno (3)";224;
2203044;"Debrzno - urban area (4)";7;
2203045;"Debrzno - rural area (5)";217;
2203052;"Koczała (2)";223;
2203062;"Przechlewo (2)";244;
2203072;"Rzeczenica (2)";275;
2204000;"Powiat gdański";794;
2204011;"Pruszcz Gdański (1)";16;
2204022;"Cedry Wielkie (2)";124;
2204032;"Kolbudy (2)";83;
2204042;"Pruszcz Gdański (2)";144;
2204052;"Przywidz (2)";129;
2204062;"Pszczółki (2)";50;
2204072;"Suchy Dąb (2)";85;
2204082;"Trąbki Wielkie (2)";163;
2205000;"Powiat kartuski";1121;
2205012;"Chmielno (2)";79;
2205023;"Kartuzy (3)";206;
2205024;"Kartuzy - urban area (4)";7;
2205025;"Kartuzy - rural area (5)";199;
2205032;"Przodkowo (2)";85;
2205042;"Sierakowice (2)";183;
2205052;"Somonino (2)";112;
2205062;"Stężyca (2)";161;
2205072;"Sulęczyno (2)";131;
2205083;"Żukowo (3)";164;
2205084;"Żukowo - urban area (4)";5;
2205085;"Żukowo - rural area (5)";159;
2206000;"Powiat kościerski";1166;
2206011;"Kościerzyna (1)";16;
2206022;"Dziemiany (2)";125;
2206032;"Karsin (2)";169;
2206042;"Kościerzyna (2)";311;
2206052;"Liniewo (2)";110;
2206062;"Lipusz (2)";109;
2206072;"Nowa Karczma (2)";113;
2206082;"Stara Kiszewa (2)";213;
2207000;"Powiat kwidzyński";835;
2207011;"Kwidzyn (1)";22;
2207022;"Gardeja (2)";193;
2207032;"Kwidzyn (2)";207;
2207043;"Prabuty (3)";197;
2207044;"Prabuty - urban area (4)";7;
2207045;"Prabuty - rural area (5)";190;
2207052;"Ryjewo (2)";104;
2207062;"Sadlinki (2)";112;
2208000;"Powiat lęborski";708;
2208011;"Lębork (1)";18;
2208021;"Łeba (1)";17;
2208032;"Cewice (2)";188;
2208042;"Nowa Wieś Lęborska (2)";270;
2208052;"Wicko (2)";215;
2209000;"Powiat malborski";494;
2209011;"Malbork (1)";17;
2209032;"Lichnowy (2)";89;
2209042;"Malbork (2)";101;
2209062;"Miłoradz (2)";94;
2209073;"Nowy Staw (3)";114;
2209074;"Nowy Staw - urban area (4)";5;
2209075;"Nowy Staw - rural area (5)";109;
2209082;"Stare Pole (2)";79;
2210000;"Powiat nowodworski";674;
2210011;"Krynica Morska (1)";118;
2210023;"Nowy Dwór Gdański (3)";213;
2210024;"Nowy Dwór Gdański - urban area (4)";5;
2210025;"Nowy Dwór Gdański - rural area (5)";208;
2210032;"Ostaszewo (2)";61;
2210042;"Stegna (2)";170;
2210052;"Sztutowo (2)";112;
2211000;"Powiat pucki";581;
2211011;"Hel (1)";23;
2211023;"Jastarnia (3)";10;
2211024;"Jastarnia - urban area (4)";5;
2211025;"Jastarnia - rural area (5)";5;
2211031;"Puck (1)";5;
2211043;"Władysławowo (3)";42;
2211044;"Władysławowo - urban area (4)";13;
2211045;"Władysławowo - rural area (5)";29;
2211052;"Kosakowo (2)";50;
2211062;"Krokowa (2)";214;
2211072;"Puck (2)";237;
2212000;"Powiat słupski";2304;
2212011;"Ustka (1)";10;
2212022;"Damnica (2)";168;
2212032;"Dębnica Kaszubska (2)";300;
2212042;"Główczyce (2)";322;
2212053;"Kępice (3)";293;
2212054;"Kępice - urban area (4)";6;
2212055;"Kępice - rural area (5)";287;
2212062;"Kobylnica (2)";244;
2212072;"Potęgowo (2)";228;
2212082;"Redzikowo (2)";262;
2212092;"Smołdzino (2)";260;
2212102;"Ustka (2)";217;
2213000;"Powiat starogardzki";1345;
2213013;"Czarna Woda (3)";28;
2213014;"Czarna Woda - urban area (4)";10;
2213015;"Czarna Woda - rural area (5)";18;
2213021;"Skórcz (1)";4;
2213031;"Starogard Gdański (1)";25;
2213042;"Bobowo (2)";52;
2213052;"Kaliska (2)";111;
2213062;"Lubichowo (2)";160;
2213072;"Osieczna (2)";123;
2213082;"Osiek (2)";156;
2213093;"Skarszewy (3)";170;
2213094;"Skarszewy - urban area (4)";11;
2213095;"Skarszewy - rural area (5)";159;
2213102;"Skórcz (2)";97;
2213112;"Smętowo Graniczne (2)";86;
2213122;"Starogard Gdański (2)";195;
2213132;"Zblewo (2)";138;
2214000;"Powiat tczewski";697;
2214011;"Tczew (1)";22;
2214023;"Gniew (3)";194;
2214024;"Gniew - urban area (4)";7;
2214025;"Gniew - rural area (5)";187;
2214032;"Morzeszczyn (2)";91;
2214043;"Pelplin (3)";141;
2214044;"Pelplin - urban area (4)";4;
2214045;"Pelplin - rural area (5)";137;
2214052;"Subkowy (2)";78;
2214062;"Tczew (2)";171;
2215000;"Powiat wejherowski";1285;
2215011;"Reda (1)";34;
2215021;"Rumia (1)";30;
2215031;"Wejherowo (1)";27;
2215042;"Choczewo (2)";183;
2215052;"Gniewino (2)";176;
2215062;"Linia (2)";120;
2215072;"Luzino (2)";111;
2215082;"Łęczyce (2)";233;
2215092;"Szemud (2)";177;
2215102;"Wejherowo (2)";194;
2216000;"Powiat sztumski";731;
2216013;"Dzierzgoń (3)";131;
2216014;"Dzierzgoń - urban area (4)";4;
2216015;"Dzierzgoń - rural area (5)";127;
2216022;"Mikołajki Pomorskie (2)";92;
2216032;"Stary Dzierzgoń (2)";186;
2216042;"Stary Targ (2)";141;
2216053;"Sztum (3)";181;
2216054;"Sztum - urban area (4)";5;
2216055;"Sztum - rural area (5)";176;
2261000;"City with powiat status Gdańsk";262;
2261011;"Gdańsk (1)";262;
2262000;"City with powiat status Gdynia";135;
2262011;"Gdynia (1)";135;
2263000;"City with powiat status Słupsk";43;
2263011;"Słupsk (1)";43;
2264000;"City with powiat status Sopot";17;
2264011;"Sopot (1)";17;
2400000;"ŚLĄSKIE";12333;
2401000;"Powiat będziński";364;
2401011;"Będzin (1)";37;
2401021;"Czeladź (1)";16;
2401031;"Wojkowice (1)";13;
2401042;"Bobrowniki (2)";52;
2401052;"Mierzęcice (2)";49;
2401062;"Psary (2)";46;
2401073;"Siewierz (3)";114;
2401074;"Siewierz - urban area (4)";39;
2401075;"Siewierz - rural area (5)";75;
2401081;"Sławków (1)";37;
2402000;"Powiat bielski";459;
2402011;"Szczyrk (1)";39;
2402022;"Bestwina (2)";38;
2402032;"Buczkowice (2)";19;
2402043;"Czechowice-Dziedzice (3)";66;
2402044;"Czechowice-Dziedzice - urban area (4)";33;
2402045;"Czechowice-Dziedzice - rural area (5)";33;
2402052;"Jasienica (2)";93;
2402062;"Jaworze (2)";21;
2402072;"Kozy (2)";27;
2402082;"Porąbka (2)";65;
2402093;"Wilamowice (3)";57;
2402094;"Wilamowice - urban area (4)";10;
2402095;"Wilamowice - rural area (5)";47;
2402102;"Wilkowice (2)";34;
2403000;"Powiat cieszyński";730;
2403011;"Cieszyn (1)";29;
2403021;"Ustroń (1)";59;
2403031;"Wisła (1)";109;
2403042;"Brenna (2)";95;
2403052;"Chybie (2)";32;
2403062;"Dębowiec (2)";43;
2403072;"Goleszów (2)";66;
2403082;"Hażlach (2)";49;
2403092;"Istebna (2)";84;
2403103;"Skoczów (3)";64;
2403104;"Skoczów - urban area (4)";10;
2403105;"Skoczów - rural area (5)";54;
2403113;"Strumień (3)";59;
2403114;"Strumień - urban area (4)";6;
2403115;"Strumień - rural area (5)";53;
2403122;"Zebrzydowice (2)";41;
2404000;"Powiat częstochowski";1521;
2404013;"Blachownia (3)";67;
2404014;"Blachownia - urban area (4)";36;
2404015;"Blachownia - rural area (5)";31;
2404022;"Dąbrowa Zielona (2)";100;
2404032;"Janów (2)";146;
