"Code";"Name";"total;dwellings;2021;[-]";
1601043;"Lewin Brzeski (3)";4495;
1601044;"Lewin Brzeski - urban area (4)";2200;
1601045;"Lewin Brzeski - rural area (5)";2295;
1601052;"Lubsza (2)";2942;
1601062;"Olszanka (2)";1505;
1602000;"Powiat głubczycki";16902;
1602013;"Baborów (3)";2188;
1602014;"Baborów - urban area (4)";1092;
1602015;"Baborów - rural area (5)";1096;
1602022;"Branice (2)";2208;
1602033;"Głubczyce (3)";8632;
1602034;"Głubczyce - urban area (4)";5081;
1602035;"Głubczyce - rural area (5)";3551;
1602043;"Kietrz (3)";3874;
1602044;"Kietrz - urban area (4)";2218;
1602045;"Kietrz - rural area (5)";1656;
1603000;"Powiat kędzierzyńsko-kozielski";36119;
1603011;"Kędzierzyn-Koźle (1)";24917;
1603022;"Bierawa (2)";2701;
1603032;"Cisek (2)";1872;
1603042;"Pawłowiczki (2)";2445;
1603052;"Polska Cerekiew (2)";1455;
1603062;"Reńska Wieś (2)";2729;
1604000;"Powiat kluczborski";23219;
1604013;"Byczyna (3)";3171;
1604014;"Byczyna - urban area (4)";1274;
1604015;"Byczyna - rural area (5)";1897;
1604023;"Kluczbork (3)";13512;
1604024;"Kluczbork - urban area (4)";9745;
1604025;"Kluczbork - rural area (5)";3767;
1604032;"Lasowice Wielkie (2)";1918;
1604043;"Wołczyn (3)";4618;
1604044;"Wołczyn - urban area (4)";2264;
1604045;"Wołczyn - rural area (5)";2354;
1605000;"Powiat krapkowicki";21395;
1605013;"Gogolin (3)";3978;
1605014;"Gogolin - urban area (4)";2240;
1605015;"Gogolin - rural area (5)";1738;
1605023;"Krapkowice (3)";8388;
1605024;"Krapkowice - urban area (4)";6444;
1605025;"Krapkowice - rural area (5)";1944;
1605032;"Strzeleczki (2)";2366;
1605042;"Walce (2)";1592;
1605053;"Zdzieszowice (3)";5071;
1605054;"Zdzieszowice - urban area (4)";3858;
1605055;"Zdzieszowice - rural area (5)";1213;
1606000;"Powiat namysłowski";16349;
1606012;"Domaszowice (2)";1193;
1606023;"Namysłów (3)";10843;
1606024;"Namysłów - urban area (4)";7577;
1606025;"Namysłów - rural area (5)";3266;
1606032;"Pokój (2)";1723;
1606042;"Świerczów (2)";1150;
1606052;"Wilków (2)";1440;
1607000;"Powiat nyski";49340;
1607013;"Głuchołazy (3)";9154;
1607014;"Głuchołazy - urban area (4)";5810;
1607015;"Głuchołazy - rural area (5)";3344;
1607022;"Kamiennik (2)";1136;
1607033;"Korfantów (3)";2813;
1607034;"Korfantów - urban area (4)";600;
1607035;"Korfantów - rural area (5)";2213;
1607042;"Łambinowice (2)";2319;
1607053;"Nysa (3)";22219;
1607054;"Nysa - urban area (4)";18072;
1607055;"Nysa - rural area (5)";4147;
1607063;"Otmuchów (3)";4463;
1607064;"Otmuchów - urban area (4)";2426;
1607065;"Otmuchów - rural area (5)";2037;
1607073;"Paczków (3)";4288;
1607074;"Paczków - urban area (4)";2814;
1607075;"Paczków - rural area (5)";1474;
1607082;"Pakosławice (2)";994;
1607092;"Skoroszyce (2)";1954;
1608000;"Powiat oleski";21146;
1608013;"Dobrodzień (3)";3179;
1608014;"Dobrodzień - urban area (4)";1384;
1608015;"Dobrodzień - rural area (5)";1795;
1608023;"Gorzów Śląski (3)";2213;
1608024;"Gorzów Śląski - urban area (4)";851;
1608025;"Gorzów Śląski - rural area (5)";1362;
1608033;"Olesno (3)";5954;
1608034;"Olesno - urban area (4)";3490;
1608035;"Olesno - rural area (5)";2464;
1608043;"Praszka (3)";5029;
1608044;"Praszka - urban area (4)";3108;
1608045;"Praszka - rural area (5)";1921;
1608052;"Radłów (2)";1149;
1608062;"Rudniki (2)";2558;
1608072;"Zębowice (2)";1064;
1609000;"Powiat opolski";40469;
1609012;"Chrząstowice (2)";2212;
1609022;"Dąbrowa (2)";2712;
1609032;"Dobrzeń Wielki (2)";3152;
1609042;"Komprachcice (2)";2803;
1609052;"Łubniany (2)";3343;
1609062;"Murów (2)";1892;
1609073;"Niemodlin (3)";4688;
1609074;"Niemodlin - urban area (4)";2422;
1609075;"Niemodlin - rural area (5)";2266;
1609083;"Ozimek (3)";6600;
1609084;"Ozimek - urban area (4)";3326;
1609085;"Ozimek - rural area (5)";3274;
1609092;"Popielów (2)";2549;
1609103;"Prószków (3)";2698;
1609104;"Prószków - urban area (4)";802;
1609105;"Prószków - rural area (5)";1896;
1609112;"Tarnów Opolski (2)";2881;
1609123;"Tułowice (3)";1774;
1609124;"Tułowice - urban area (4)";1312;
1609125;"Tułowice - rural area (5)";462;
1609132;"Turawa (2)";3165;
1610000;"Powiat prudnicki";20139;
1610013;"Biała (3)";3354;
1610014;"Biała - urban area (4)";881;
1610015;"Biała - rural area (5)";2473;
1610023;"Głogówek (3)";4654;
1610024;"Głogówek - urban area (4)";2254;
1610025;"Głogówek - rural area (5)";2400;
1610032;"Lubrza (2)";1392;
1610043;"Prudnik (3)";10739;
1610044;"Prudnik - urban area (4)";8802;
1610045;"Prudnik - rural area (5)";1937;
1611000;"Powiat strzelecki";24189;
1611012;"Izbicko (2)";1594;
1611022;"Jemielnica (2)";2108;
1611033;"Kolonowskie (3)";1779;
1611034;"Kolonowskie - urban area (4)";1034;
1611035;"Kolonowskie - rural area (5)";745;
1611043;"Leśnica (3)";2430;
1611044;"Leśnica - urban area (4)";848;
1611045;"Leśnica - rural area (5)";1582;
1611053;"Strzelce Opolskie (3)";10594;
1611054;"Strzelce Opolskie - urban area (4)";7099;
1611055;"Strzelce Opolskie - rural area (5)";3495;
1611063;"Ujazd (3)";1899;
1611064;"Ujazd - urban area (4)";592;
1611065;"Ujazd - rural area (5)";1307;
1611073;"Zawadzkie (3)";3785;
1611074;"Zawadzkie - urban area (4)";2571;
1611075;"Zawadzkie - rural area (5)";1214;
1661000;"City with powiat status Opole";59712;
1661011;"Opole (1)";59712;
1800000;"PODKARPACKIE";703380;
1801000;"Powiat bieszczadzki";7362;
1801032;"Czarna (2)";770;
1801052;"Lutowiska (2)";744;
1801083;"Ustrzyki Dolne (3)";5848;
1801084;"Ustrzyki Dolne - urban area (4)";3410;
1801085;"Ustrzyki Dolne - rural area (5)";2438;
1802000;"Powiat brzozowski";18904;
1802013;"Brzozów (3)";7501;
1802014;"Brzozów - urban area (4)";2546;
1802015;"Brzozów - rural area (5)";4955;
1802022;"Domaradz (2)";1837;
1802032;"Dydnia (2)";2196;
1802042;"Haczów (2)";2667;
1802052;"Jasienica Rosielna (2)";2155;
1802062;"Nozdrzec (2)";2548;
1803000;"Powiat dębicki";40597;
1803011;"Dębica (1)";16118;
1803023;"Brzostek (3)";3421;
1803024;"Brzostek - urban area (4)";775;
1803025;"Brzostek - rural area (5)";2646;
1803032;"Czarna (2)";3626;
1803042;"Dębica (2)";7306;
1803052;"Jodłowa (2)";1434;
1803063;"Pilzno (3)";4787;
1803064;"Pilzno - urban area (4)";1415;
1803065;"Pilzno - rural area (5)";3372;
1803072;"Żyraków (2)";3905;
1804000;"Powiat jarosławski";36959;
1804011;"Jarosław (1)";14198;
1804021;"Radymno (1)";1745;
1804032;"Chłopice (2)";1354;
1804042;"Jarosław (2)";3708;
1804052;"Laszki (2)";1817;
1804062;"Pawłosiów (2)";2506;
1804073;"Pruchnik (3)";2681;
1804074;"Pruchnik - urban area (4)";1057;
1804075;"Pruchnik - rural area (5)";1624;
1804082;"Radymno (2)";2985;
1804092;"Rokietnica (2)";1123;
1804102;"Roźwienica (2)";1685;
1804112;"Wiązownica (2)";3157;
1805000;"Powiat jasielski";34234;
1805011;"Jasło (1)";12720;
1805022;"Brzyska (2)";1607;
1805032;"Dębowiec (2)";2482;
1805042;"Jasło (2)";4624;
1805053;"Kołaczyce (3)";2338;
1805054;"Kołaczyce - urban area (4)";406;
1805055;"Kołaczyce - rural area (5)";1932;
1805062;"Krempna (2)";585;
1805072;"Nowy Żmigród (2)";2457;
1805082;"Osiek Jasielski (2)";1432;
1805092;"Skołyszyn (2)";3434;
1805112;"Tarnowiec (2)";2555;
1806000;"Powiat kolbuszowski";18034;
1806012;"Cmolas (2)";2207;
1806023;"Kolbuszowa (3)";7599;
1806024;"Kolbuszowa - urban area (4)";2986;
1806025;"Kolbuszowa - rural area (5)";4613;
1806032;"Majdan Królewski (2)";2840;
1806042;"Niwiska (2)";1689;
1806052;"Raniżów (2)";1978;
1806062;"Dzikowiec (2)";1721;
1807000;"Powiat krośnieński";32730;
1807012;"Chorkówka (2)";3896;
1807023;"Dukla (3)";4423;
1807024;"Dukla - urban area (4)";696;
1807025;"Dukla - rural area (5)";3727;
1807033;"Iwonicz-Zdrój (3)";2985;
1807034;"Iwonicz-Zdrój - urban area (4)";769;
1807035;"Iwonicz-Zdrój - rural area (5)";2216;
1807043;"Jedlicze (3)";4542;
1807044;"Jedlicze - urban area (4)";1796;
1807045;"Jedlicze - rural area (5)";2746;
1807052;"Korczyna (2)";3461;
1807062;"Krościenko Wyżne (2)";1586;
1807072;"Miejsce Piastowe (2)";3866;
1807083;"Rymanów (3)";4502;
1807084;"Rymanów - urban area (4)";1191;
1807085;"Rymanów - rural area (5)";3311;
1807092;"Wojaszówka (2)";2844;
1807102;"Jaśliska (2)";625;
1808000;"Powiat leżajski";20576;
1808011;"Leżajsk (1)";4718;
1808022;"Grodzisko Dolne (2)";2306;
1808032;"Kuryłówka (2)";1656;
1808042;"Leżajsk (2)";5672;
1808053;"Nowa Sarzyna (3)";6224;
1808054;"Nowa Sarzyna - urban area (4)";2073;
1808055;"Nowa Sarzyna - rural area (5)";4151;
1809000;"Powiat lubaczowski";17345;
1809011;"Lubaczów (1)";4457;
1809023;"Cieszanów (3)";2169;
1809024;"Cieszanów - urban area (4)";604;
1809025;"Cieszanów - rural area (5)";1565;
1809032;"Horyniec-Zdrój (2)";1438;
1809042;"Lubaczów (2)";2594;
1809053;"Narol (3)";2539;
1809054;"Narol - urban area (4)";710;
1809055;"Narol - rural area (5)";1829;
1809063;"Oleszyce (3)";1978;
1809064;"Oleszyce - urban area (4)";1036;
1809065;"Oleszyce - rural area (5)";942;
1809072;"Stary Dzików (2)";1102;
1809082;"Wielkie Oczy (2)";1068;
1810000;"Powiat łańcucki";25171;
1810011;"Łańcut (1)";6482;
1810022;"Białobrzegi (2)";2483;
1810032;"Czarna (2)";3512;
1810042;"Łańcut (2)";6503;
1810052;"Markowa (2)";1959;
1810062;"Rakszawa (2)";2076;
1810072;"Żołynia (2)";2156;
1811000;"Powiat mielecki";44312;
1811011;"Mielec (1)";22751;
1811022;"Borowa (2)";1496;
1811032;"Czermin (2)";1938;
1811042;"Gawłuszowice (2)";784;
1811052;"Mielec (2)";3987;
1811062;"Padew Narodowa (2)";1553;
1811073;"Przecław (3)";3327;
1811074;"Przecław - urban area (4)";531;
1811075;"Przecław - rural area (5)";2796;
1811083;"Radomyśl Wielki (3)";4002;
1811084;"Radomyśl Wielki - urban area (4)";1014;
1811085;"Radomyśl Wielki - rural area (5)";2988;
1811092;"Tuszów Narodowy (2)";2413;
1811102;"Wadowice Górne (2)";2061;
1812000;"Powiat niżański";20586;
1812012;"Harasiuki (2)";1846;
1812022;"Jarocin (2)";1497;
1812032;"Jeżowe (2)";2526;
1812042;"Krzeszów (2)";1293;
1812053;"Nisko (3)";7518;
1812054;"Nisko - urban area (4)";5456;
1812055;"Nisko - rural area (5)";2062;
1812063;"Rudnik nad Sanem (3)";3308;
1812064;"Rudnik nad Sanem - urban area (4)";2292;
1812065;"Rudnik nad Sanem - rural area (5)";1016;
1812073;"Ulanów (3)";2598;
1812074;"Ulanów - urban area (4)";529;
1812075;"Ulanów - rural area (5)";2069;
1813000;"Powiat przemyski";21351;
1813012;"Bircza (2)";1928;
1813023;"Dubiecko (3)";2843;
1813024;"Dubiecko - urban area (4)";268;
1813025;"Dubiecko - rural area (5)";2575;
1813032;"Fredropol (2)";1506;
1813042;"Krasiczyn (2)";1598;
1813052;"Krzywcza (2)";1361;
1813062;"Medyka (2)";1791;
1813072;"Orły (2)";2301;
1813082;"Przemyśl (2)";3205;
1813092;"Stubno (2)";1185;
1813102;"Żurawica (2)";3633;
1814000;"Powiat przeworski";24217;
1814011;"Przeworsk (1)";5188;
1814022;"Adamówka (2)";1209;
1814032;"Gać (2)";1394;
1814042;"Jawornik Polski (2)";1520;
1814053;"Kańczuga (3)";4022;
1814054;"Kańczuga - urban area (4)";1028;
1814055;"Kańczuga - rural area (5)";2994;
1814062;"Przeworsk (2)";4334;
1814073;"Sieniawa (3)";2024;
1814074;"Sieniawa - urban area (4)";687;
1814075;"Sieniawa - rural area (5)";1337;
1814082;"Tryńcza (2)";2544;
1814092;"Zarzecze (2)";1982;
1815000;"Powiat ropczycko-sędziszowski";21746;
1815012;"Iwierzyce (2)";2181;
1815022;"Ostrów (2)";2134;
1815033;"Ropczyce (3)";8196;
1815034;"Ropczyce - urban area (4)";5161;
1815035;"Ropczyce - rural area (5)";3035;
1815043;"Sędziszów Małopolski (3)";7071;
1815044;"Sędziszów Małopolski - urban area (4)";3877;
1815045;"Sędziszów Małopolski - rural area (5)";3194;
1815052;"Wielopole Skrzyńskie (2)";2164;
1816000;"Powiat rzeszowski";52696;
1816011;"Dynów (1)";2007;
1816023;"Błażowa (3)";3660;
1816024;"Błażowa - urban area (4)";697;
1816025;"Błażowa - rural area (5)";2963;
1816033;"Boguchwała (3)";6797;
1816034;"Boguchwała - urban area (4)";2061;
1816035;"Boguchwała - rural area (5)";4736;
1816042;"Chmielnik (2)";2183;
1816052;"Dynów (2)";2110;
1816063;"Głogów Małopolski (3)";5990;
1816064;"Głogów Małopolski - urban area (4)";3363;
1816065;"Głogów Małopolski - rural area (5)";2627;
1816072;"Hyżne (2)";2076;
1816082;"Kamień (2)";1651;
1816092;"Krasne (2)";3960;
1816102;"Lubenia (2)";2040;
1816113;"Sokołów Małopolski (3)";4679;
1816114;"Sokołów Małopolski - urban area (4)";1381;
1816115;"Sokołów Małopolski - rural area (5)";3298;
1816122;"Świlcza (2)";4815;
1816132;"Trzebownisko (2)";7181;
1816143;"Tyczyn (3)";3547;
1816144;"Tyczyn - urban area (4)";1514;
1816145;"Tyczyn - rural area (5)";2033;
1817000;"Powiat sanocki";30156;
1817011;"Sanok (1)";13961;
1817022;"Besko (2)";1199;
1817032;"Bukowsko (2)";1423;
1817042;"Komańcza (2)";1460;
1817052;"Sanok (2)";5156;
1817062;"Tyrawa Wołoska (2)";555;
1817073;"Zagórz (3)";3589;
1817074;"Zagórz - urban area (4)";1556;
1817075;"Zagórz - rural area (5)";2033;
1817082;"Zarszyn (2)";2813;
1818000;"Powiat stalowowolski";37665;
1818011;"Stalowa Wola (1)";23447;
1818022;"Bojanów (2)";2116;
1818032;"Pysznica (2)";3636;
1818042;"Radomyśl nad Sanem (2)";2297;
1818053;"Zaklików (3)";2677;
1818054;"Zaklików - urban area (4)";971;
1818055;"Zaklików - rural area (5)";1706;
1818062;"Zaleszany (2)";3492;
1819000;"Powiat strzyżowski";18194;
1819012;"Czudec (2)";3483;
1819022;"Frysztak (2)";3029;
1819032;"Niebylec (2)";3067;
1819043;"Strzyżów (3)";6368;
1819044;"Strzyżów - urban area (4)";2941;
1819045;"Strzyżów - rural area (5)";3427;
1819052;"Wiśniowa (2)";2247;
1820000;"Powiat tarnobrzeski";16699;
1820013;"Baranów Sandomierski (3)";3713;
1820014;"Baranów Sandomierski - urban area (4)";520;
1820015;"Baranów Sandomierski - rural area (5)";3193;
1820022;"Gorzyce (2)";4138;
1820032;"Grębów (2)";2913;
1820043;"Nowa Dęba (3)";5935;
1820044;"Nowa Dęba - urban area (4)";3888;
1820045;"Nowa Dęba - rural area (5)";2047;
1821000;"Powiat leski";8596;
1821012;"Baligród (2)";962;
1821022;"Cisna (2)";800;
1821033;"Lesko (3)";3672;
1821034;"Lesko - urban area (4)";2028;
1821035;"Lesko - rural area (5)";1644;
1821042;"Olszanica (2)";1402;
1821052;"Solina (2)";1760;
1861000;"City with powiat status Krosno";18362;
1861011;"Krosno (1)";18362;
1862000;"City with powiat status Przemyśl";25260;
1862011;"Przemyśl (1)";25260;
1863000;"City with powiat status Rzeszów";93508;
1863011;"Rzeszów (1)";93508;
1864000;"City with powiat status Tarnobrzeg";18120;
1864011;"Tarnobrzeg (1)";18120;
2000000;"PODLASKIE";464613;
2001000;"Powiat augustowski";20287;
2001011;"Augustów (1)";11275;
2001022;"Augustów (2)";1828;
2001032;"Bargłów Kościelny (2)";1433;
2001043;"Lipsk (3)";1766;
2001044;"Lipsk - urban area (4)";856;
2001045;"Lipsk - rural area (5)";910;
2001052;"Nowinka (2)";1081;
2001062;"Płaska (2)";1291;
2001072;"Sztabin (2)";1613;
2002000;"Powiat białostocki";58838;
2002013;"Choroszcz (3)";6136;
2002014;"Choroszcz - urban area (4)";2094;
2002015;"Choroszcz - rural area (5)";4042;
2002023;"Czarna Białostocka (3)";4129;
2002024;"Czarna Białostocka - urban area (4)";3325;
2002025;"Czarna Białostocka - rural area (5)";804;
2002032;"Dobrzyniewo Duże (2)";3340;
2002042;"Gródek (2)";2876;
2002052;"Juchnowiec Kościelny (2)";6968;
2002063;"Łapy (3)";7349;
2002064;"Łapy - urban area (4)";5465;
2002065;"Łapy - rural area (5)";1884;
2002073;"Michałowo (3)";3331;
2002074;"Michałowo - urban area (4)";1180;
2002075;"Michałowo - rural area (5)";2151;
2002082;"Poświętne (2)";923;
2002093;"Supraśl (3)";6145;
2002094;"Supraśl - urban area (4)";1535;
2002095;"Supraśl - rural area (5)";4610;
2002103;"Suraż (3)";750;
2002104;"Suraż - urban area (4)";337;
2002105;"Suraż - rural area (5)";413;
2002112;"Turośń Kościelna (2)";2500;
2002123;"Tykocin (3)";1917;
2002124;"Tykocin - urban area (4)";632;
2002125;"Tykocin - rural area (5)";1285;
2002133;"Wasilków (3)";7564;
2002134;"Wasilków - urban area (4)";4867;
2002135;"Wasilków - rural area (5)";2697;
2002143;"Zabłudów (3)";4165;
2002144;"Zabłudów - urban area (4)";924;
2002145;"Zabłudów - rural area (5)";3241;
2002152;"Zawady (2)";745;
2003000;"Powiat bielski";23689;
2003011;"Bielsk Podlaski (1)";10491;
2003021;"Brańsk (1)";1284;
2003032;"Bielsk Podlaski (2)";3916;
2003042;"Boćki (2)";1788;
2003052;"Brańsk (2)";2025;
2003062;"Orla (2)";1773;
2003072;"Rudka (2)";680;
2003082;"Wyszki (2)";1732;
2004000;"Powiat grajewski";15690;
2004011;"Grajewo (1)";8125;
2004022;"Grajewo (2)";1594;
2004032;"Radziłów (2)";1399;
2004043;"Rajgród (3)";1670;
2004044;"Rajgród - urban area (4)";623;
2004045;"Rajgród - rural area (5)";1047;
2004053;"Szczuczyn (3)";1945;
2004054;"Szczuczyn - urban area (4)";1227;
2004055;"Szczuczyn - rural area (5)";718;
2004062;"Wąsosz (2)";957;
2005000;"Powiat hajnowski";21710;
2005011;"Hajnówka (1)";8917;
2005022;"Białowieża (2)";1171;
2005032;"Czeremcha (2)";1563;
2005042;"Czyże (2)";1184;
2005052;"Dubicze Cerkiewne (2)";1046;
2005062;"Hajnówka (2)";2055;
2005073;"Kleszczele (3)";1380;
2005074;"Kleszczele - urban area (4)";610;
2005075;"Kleszczele - rural area (5)";770;
2005082;"Narew (2)";2209;
2005092;"Narewka (2)";2185;
2006000;"Powiat kolneński";10869;
2006011;"Kolno (1)";3476;
2006022;"Grabowo (2)";901;
2006032;"Kolno (2)";2166;
2006042;"Mały Płock (2)";1252;
2006053;"Stawiski (3)";1701;
2006054;"Stawiski - urban area (4)";774;
2006055;"Stawiski - rural area (5)";927;
2006062;"Turośl (2)";1373;
2007000;"Powiat łomżyński";15327;
2007013;"Jedwabne (3)";1486;
2007014;"Jedwabne - urban area (4)";569;
2007015;"Jedwabne - rural area (5)";917;
2007022;"Łomża (2)";3640;
2007032;"Miastkowo (2)";1159;
2007043;"Nowogród (3)";1346;
2007044;"Nowogród - urban area (4)";768;
2007045;"Nowogród - rural area (5)";578;
2007052;"Piątnica (2)";3093;
2007062;"Przytuły (2)";500;
2007072;"Śniadowo (2)";1600;
2007082;"Wizna (2)";1224;
2007092;"Zbójna (2)";1279;
2008000;"Powiat moniecki";13411;
2008013;"Goniądz (3)";1728;
2008014;"Goniądz - urban area (4)";705;
2008015;"Goniądz - rural area (5)";1023;
2008022;"Jasionówka (2)";904;
2008032;"Jaświły (2)";1529;
2008043;"Knyszyn (3)";1572;
2008044;"Knyszyn - urban area (4)";958;
2008045;"Knyszyn - rural area (5)";614;
2008052;"Krypno (2)";1237;
2008063;"Mońki (3)";5112;
2008064;"Mońki - urban area (4)";3707;
2008065;"Mońki - rural area (5)";1405;
2008072;"Trzcianne (2)";1329;
2009000;"Powiat sejneński";7048;
2009011;"Sejny (1)";2015;
2009022;"Giby (2)";1048;
2009032;"Krasnopol (2)";1386;
2009042;"Puńsk (2)";1238;
2009052;"Sejny (2)";1361;
2010000;"Powiat siemiatycki";17538;
2010011;"Siemiatycze (1)";5619;
2010023;"Drohiczyn (3)";2343;
2010024;"Drohiczyn - urban area (4)";787;
2010025;"Drohiczyn - rural area (5)";1556;
2010032;"Dziadkowice (2)";858;
2010042;"Grodzisk (2)";1456;
2010052;"Mielnik (2)";1282;
2010062;"Milejczyce (2)";918;
2010072;"Nurzec-Stacja (2)";1785;
2010082;"Perlejewo (2)";981;
2010092;"Siemiatycze (2)";2296;
2011000;"Powiat sokólski";24523;
2011013;"Dąbrowa Białostocka (3)";3926;
2011014;"Dąbrowa Białostocka - urban area (4)";2038;
2011015;"Dąbrowa Białostocka - rural area (5)";1888;
2011022;"Janów (2)";1345;
2011032;"Korycin (2)";996;
2011043;"Krynki (3)";1539;
2011044;"Krynki - urban area (4)";935;
2011045;"Krynki - rural area (5)";604;
2011052;"Kuźnica (2)";1541;
2011062;"Nowy Dwór (2)";964;
2011072;"Sidra (2)";1310;
2011083;"Sokółka (3)";9237;
2011084;"Sokółka - urban area (4)";6817;
2011085;"Sokółka - rural area (5)";2420;
2011093;"Suchowola (3)";2185;
2011094;"Suchowola - urban area (4)";786;
2011095;"Suchowola - rural area (5)";1399;
2011102;"Szudziałowo (2)";1480;
2012000;"Powiat suwalski";11567;
2012012;"Bakałarzewo (2)";972;
2012022;"Filipów (2)";1466;
2012032;"Jeleniewo (2)";987;
2012042;"Przerośl (2)";940;
2012052;"Raczki (2)";1733;
2012062;"Rutka-Tartak (2)";720;
2012072;"Suwałki (2)";2849;
2012082;"Szypliszki (2)";1251;
2012092;"Wiżajny (2)";649;
2013000;"Powiat wysokomazowiecki";18050;
2013011;"Wysokie Mazowieckie (1)";3566;
2013023;"Ciechanowiec (3)";3130;
2013024;"Ciechanowiec - urban area (4)";1776;
2013025;"Ciechanowiec - rural area (5)";1354;
2013033;"Czyżew (3)";2012;
2013034;"Czyżew - urban area (4)";912;
2013035;"Czyżew - rural area (5)";1100;
2013042;"Klukowo (2)";1180;
2013052;"Kobylin-Borzymy (2)";887;
2013062;"Kulesze Kościelne (2)";809;
2013072;"Nowe Piekuty (2)";1036;
2013082;"Sokoły (2)";1736;
2013093;"Szepietowo (3)";2089;
2013094;"Szepietowo - urban area (4)";689;
2013095;"Szepietowo - rural area (5)";1400;
2013102;"Wysokie Mazowieckie (2)";1605;
2014000;"Powiat zambrowski";14830;
2014011;"Zambrów (1)";8494;
2014022;"Kołaki Kościelne (2)";644;
2014032;"Rutki (2)";1623;
2014042;"Szumowo (2)";1364;
2014052;"Zambrów (2)";2705;
2061000;"City with powiat status Białystok";138627;
2061011;"Białystok (1)";138627;
2062000;"City with powiat status Łomża";24897;
2062011;"Łomża (1)";24897;
2063000;"City with powiat status Suwałki";27712;
2063011;"Suwałki (1)";27712;
2200000;"POMORSKIE";951143;
2201000;"Powiat bytowski";24912;
2201012;"Borzytuchom (2)";937;
2201023;"Bytów (3)";8770;
2201024;"Bytów - urban area (4)";6373;
2201025;"Bytów - rural area (5)";2397;
2201032;"Czarna Dąbrówka (2)";1751;
2201042;"Kołczygłowy (2)";1209;
2201052;"Lipnica (2)";1408;
2201063;"Miastko (3)";6512;
2201064;"Miastko - urban area (4)";3827;
2201065;"Miastko - rural area (5)";2685;
2201072;"Parchowo (2)";962;
2201082;"Studzienice (2)";1114;
2201092;"Trzebielino (2)";1091;
2201102;"Tuchomie (2)";1158;
2202000;"Powiat chojnicki";32039;
2202011;"Chojnice (1)";14896;
2202023;"Brusy (3)";3969;
2202024;"Brusy - urban area (4)";1567;
2202025;"Brusy - rural area (5)";2402;
2202032;"Chojnice (2)";5737;
2202043;"Czersk (3)";6844;
2202044;"Czersk - urban area (4)";3405;
2202045;"Czersk - rural area (5)";3439;
2202052;"Konarzyny (2)";593;
2203000;"Powiat człuchowski";18889;
2203011;"Człuchów (1)";5296;
2203023;"Czarne (3)";3018;
2203024;"Czarne - urban area (4)";2040;
2203025;"Czarne - rural area (5)";978;
2203032;"Człuchów (2)";3249;
2203043;"Debrzno (3)";3104;
2203044;"Debrzno - urban area (4)";1877;
2203045;"Debrzno - rural area (5)";1227;
2203052;"Koczała (2)";1172;
2203062;"Przechlewo (2)";1915;
2203072;"Rzeczenica (2)";1135;
2204000;"Powiat gdański";45838;
2204011;"Pruszcz Gdański (1)";13280;
2204022;"Cedry Wielkie (2)";2019;
2204032;"Kolbudy (2)";7467;
2204042;"Pruszcz Gdański (2)";13408;
2204052;"Przywidz (2)";1799;
2204062;"Pszczółki (2)";3340;
2204072;"Suchy Dąb (2)";1145;
2204082;"Trąbki Wielkie (2)";3380;
2205000;"Powiat kartuski";44348;
2205012;"Chmielno (2)";1972;
2205023;"Kartuzy (3)";11109;
2205024;"Kartuzy - urban area (4)";5783;
2205025;"Kartuzy - rural area (5)";5326;
2205032;"Przodkowo (2)";2812;
2205042;"Sierakowice (2)";4911;
2205052;"Somonino (2)";3030;
2205062;"Stężyca (2)";2894;
2205072;"Sulęczyno (2)";1516;
2205083;"Żukowo (3)";16104;
2205084;"Żukowo - urban area (4)";2201;
2205085;"Żukowo - rural area (5)";13903;
2206000;"Powiat kościerski";22788;
2206011;"Kościerzyna (1)";8815;
2206022;"Dziemiany (2)";1284;
2206032;"Karsin (2)";1903;
2206042;"Kościerzyna (2)";4509;
2206052;"Liniewo (2)";1358;
2206062;"Lipusz (2)";984;
2206072;"Nowa Karczma (2)";1930;
2206082;"Stara Kiszewa (2)";2005;
2207000;"Powiat kwidzyński";27357;
2207011;"Kwidzyn (1)";14604;
2207022;"Gardeja (2)";2324;
2207032;"Kwidzyn (2)";3271;
2207043;"Prabuty (3)";3934;
2207044;"Prabuty - urban area (4)";2810;
2207045;"Prabuty - rural area (5)";1124;
2207052;"Ryjewo (2)";1634;
2207062;"Sadlinki (2)";1590;
2208000;"Powiat lęborski";24014;
2208011;"Lębork (1)";13979;
2208021;"Łeba (1)";1623;
2208032;"Cewice (2)";2440;
2208042;"Nowa Wieś Lęborska (2)";3996;
2208052;"Wicko (2)";1976;
2209000;"Powiat malborski";22908;
2209011;"Malbork (1)";15331;
2209032;"Lichnowy (2)";1340;
2209042;"Malbork (2)";1507;
2209062;"Miłoradz (2)";885;
2209073;"Nowy Staw (3)";2446;
2209074;"Nowy Staw - urban area (4)";1501;
2209075;"Nowy Staw - rural area (5)";945;
2209082;"Stare Pole (2)";1399;
2210000;"Powiat nowodworski";13445;
2210011;"Krynica Morska (1)";575;
2210023;"Nowy Dwór Gdański (3)";6115;
2210024;"Nowy Dwór Gdański - urban area (4)";3737;
2210025;"Nowy Dwór Gdański - rural area (5)";2378;
2210032;"Ostaszewo (2)";969;
2210042;"Stegna (2)";3988;
2210052;"Sztutowo (2)";1798;
2211000;"Powiat pucki";34057;
2211011;"Hel (1)";1818;
2211023;"Jastarnia (3)";1783;
